id_code,experiment,plate,well,sirna,cell_type,site,image_dir,image_pattern,image_root
HUVEC-01_3_K08,HUVEC-01,3,K08,sirna_270,HUVEC,1,images/HUVEC-01/Plate3,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_3_K09,HUVEC-01,3,K09,sirna_1088,HUVEC,1,images/HUVEC-01/Plate3,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_3_K10,HUVEC-01,3,K10,sirna_380,HUVEC,1,images/HUVEC-01/Plate3,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_3_K11,HUVEC-01,3,K11,sirna_1084,HUVEC,1,images/HUVEC-01/Plate3,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_3_K12,HUVEC-01,3,K12,sirna_595,HUVEC,1,images/HUVEC-01/Plate3,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_3_K13,HUVEC-01,3,K13,sirna_526,HUVEC,1,images/HUVEC-01/Plate3,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_3_K14,HUVEC-01,3,K14,sirna_699,HUVEC,1,images/HUVEC-01/Plate3,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_3_K15,HUVEC-01,3,K15,sirna_994,HUVEC,1,images/HUVEC-01/Plate3,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_3_K16,HUVEC-01,3,K16,sirna_821,HUVEC,1,images/HUVEC-01/Plate3,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_3_K17,HUVEC-01,3,K17,sirna_599,HUVEC,1,images/HUVEC-01/Plate3,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_3_K18,HUVEC-01,3,K18,sirna_411,HUVEC,1,images/HUVEC-01/Plate3,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_3_K19,HUVEC-01,3,K19,sirna_369,HUVEC,1,images/HUVEC-01/Plate3,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_3_K20,HUVEC-01,3,K20,sirna_22,HUVEC,1,images/HUVEC-01/Plate3,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_3_K21,HUVEC-01,3,K21,sirna_1042,HUVEC,1,images/HUVEC-01/Plate3,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_3_K22,HUVEC-01,3,K22,sirna_929,HUVEC,1,images/HUVEC-01/Plate3,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_3_K23,HUVEC-01,3,K23,sirna_422,HUVEC,1,images/HUVEC-01/Plate3,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_3_L02,HUVEC-01,3,L02,sirna_2,HUVEC,1,images/HUVEC-01/Plate3,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_3_L03,HUVEC-01,3,L03,sirna_801,HUVEC,1,images/HUVEC-01/Plate3,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_3_L04,HUVEC-01,3,L04,sirna_580,HUVEC,1,images/HUVEC-01/Plate3,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_3_L05,HUVEC-01,3,L05,sirna_293,HUVEC,1,images/HUVEC-01/Plate3,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_3_L06,HUVEC-01,3,L06,sirna_303,HUVEC,1,images/HUVEC-01/Plate3,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_3_L07,HUVEC-01,3,L07,sirna_252,HUVEC,1,images/HUVEC-01/Plate3,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_3_L08,HUVEC-01,3,L08,sirna_397,HUVEC,1,images/HUVEC-01/Plate3,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_3_L09,HUVEC-01,3,L09,sirna_916,HUVEC,1,images/HUVEC-01/Plate3,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_3_L10,HUVEC-01,3,L10,sirna_958,HUVEC,1,images/HUVEC-01/Plate3,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_3_L11,HUVEC-01,3,L11,sirna_818,HUVEC,1,images/HUVEC-01/Plate3,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_3_L12,HUVEC-01,3,L12,sirna_16,HUVEC,1,images/HUVEC-01/Plate3,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_3_L13,HUVEC-01,3,L13,sirna_6,HUVEC,1,images/HUVEC-01/Plate3,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_3_L14,HUVEC-01,3,L14,sirna_1134,HUVEC,1,images/HUVEC-01/Plate3,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_3_L15,HUVEC-01,3,L15,sirna_534,HUVEC,1,images/HUVEC-01/Plate3,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_3_L16,HUVEC-01,3,L16,sirna_603,HUVEC,1,images/HUVEC-01/Plate3,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_3_L17,HUVEC-01,3,L17,sirna_117,HUVEC,1,images/HUVEC-01/Plate3,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_3_L18,HUVEC-01,3,L18,sirna_1136,HUVEC,1,images/HUVEC-01/Plate3,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_3_L19,HUVEC-01,3,L19,sirna_486,HUVEC,1,images/HUVEC-01/Plate3,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_3_L20,HUVEC-01,3,L20,sirna_1059,HUVEC,1,images/HUVEC-01/Plate3,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_3_L21,HUVEC-01,3,L21,sirna_724,HUVEC,1,images/HUVEC-01/Plate3,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_3_L22,HUVEC-01,3,L22,sirna_177,HUVEC,1,images/HUVEC-01/Plate3,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_3_L23,HUVEC-01,3,L23,sirna_76,HUVEC,1,images/HUVEC-01/Plate3,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_3_M02,HUVEC-01,3,M02,sirna_617,HUVEC,1,images/HUVEC-01/Plate3,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_3_M04,HUVEC-01,3,M04,sirna_747,HUVEC,1,images/HUVEC-01/Plate3,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_3_M05,HUVEC-01,3,M05,sirna_874,HUVEC,1,images/HUVEC-01/Plate3,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_3_M06,HUVEC-01,3,M06,sirna_1034,HUVEC,1,images/HUVEC-01/Plate3,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_3_M08,HUVEC-01,3,M08,sirna_952,HUVEC,1,images/HUVEC-01/Plate3,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_3_M09,HUVEC-01,3,M09,sirna_683,HUVEC,1,images/HUVEC-01/Plate3,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_3_M10,HUVEC-01,3,M10,sirna_694,HUVEC,1,images/HUVEC-01/Plate3,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_3_M12,HUVEC-01,3,M12,sirna_80,HUVEC,1,images/HUVEC-01/Plate3,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_3_M13,HUVEC-01,3,M13,sirna_1027,HUVEC,1,images/HUVEC-01/Plate3,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_3_M14,HUVEC-01,3,M14,sirna_771,HUVEC,1,images/HUVEC-01/Plate3,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_3_M16,HUVEC-01,3,M16,sirna_838,HUVEC,1,images/HUVEC-01/Plate3,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_3_M17,HUVEC-01,3,M17,sirna_331,HUVEC,1,images/HUVEC-01/Plate3,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_3_M18,HUVEC-01,3,M18,sirna_1012,HUVEC,1,images/HUVEC-01/Plate3,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_3_M20,HUVEC-01,3,M20,sirna_459,HUVEC,1,images/HUVEC-01/Plate3,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_3_M21,HUVEC-01,3,M21,sirna_640,HUVEC,1,images/HUVEC-01/Plate3,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_3_M23,HUVEC-01,3,M23,sirna_140,HUVEC,1,images/HUVEC-01/Plate3,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_3_N02,HUVEC-01,3,N02,sirna_588,HUVEC,1,images/HUVEC-01/Plate3,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_3_N03,HUVEC-01,3,N03,sirna_726,HUVEC,1,images/HUVEC-01/Plate3,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_3_N04,HUVEC-01,3,N04,sirna_881,HUVEC,1,images/HUVEC-01/Plate3,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_3_N05,HUVEC-01,3,N05,sirna_247,HUVEC,1,images/HUVEC-01/Plate3,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_3_N06,HUVEC-01,3,N06,sirna_635,HUVEC,1,images/HUVEC-01/Plate3,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_3_N07,HUVEC-01,3,N07,sirna_145,HUVEC,1,images/HUVEC-01/Plate3,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_3_N08,HUVEC-01,3,N08,sirna_21,HUVEC,1,images/HUVEC-01/Plate3,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_3_N09,HUVEC-01,3,N09,sirna_840,HUVEC,1,images/HUVEC-01/Plate3,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_3_N10,HUVEC-01,3,N10,sirna_361,HUVEC,1,images/HUVEC-01/Plate3,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_3_N11,HUVEC-01,3,N11,sirna_273,HUVEC,1,images/HUVEC-01/Plate3,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_3_N12,HUVEC-01,3,N12,sirna_454,HUVEC,1,images/HUVEC-01/Plate3,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_3_N13,HUVEC-01,3,N13,sirna_782,HUVEC,1,images/HUVEC-01/Plate3,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_3_N14,HUVEC-01,3,N14,sirna_954,HUVEC,1,images/HUVEC-01/Plate3,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_3_N15,HUVEC-01,3,N15,sirna_261,HUVEC,1,images/HUVEC-01/Plate3,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_3_N16,HUVEC-01,3,N16,sirna_707,HUVEC,1,images/HUVEC-01/Plate3,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_3_N17,HUVEC-01,3,N17,sirna_660,HUVEC,1,images/HUVEC-01/Plate3,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_3_N18,HUVEC-01,3,N18,sirna_817,HUVEC,1,images/HUVEC-01/Plate3,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_3_N19,HUVEC-01,3,N19,sirna_656,HUVEC,1,images/HUVEC-01/Plate3,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_3_N20,HUVEC-01,3,N20,sirna_111,HUVEC,1,images/HUVEC-01/Plate3,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_3_N21,HUVEC-01,3,N21,sirna_1079,HUVEC,1,images/HUVEC-01/Plate3,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_3_N22,HUVEC-01,3,N22,sirna_347,HUVEC,1,images/HUVEC-01/Plate3,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_3_N23,HUVEC-01,3,N23,sirna_1033,HUVEC,1,images/HUVEC-01/Plate3,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_3_O02,HUVEC-01,3,O02,sirna_105,HUVEC,1,images/HUVEC-01/Plate3,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_3_O03,HUVEC-01,3,O03,sirna_188,HUVEC,1,images/HUVEC-01/Plate3,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_3_O04,HUVEC-01,3,O04,sirna_365,HUVEC,1,images/HUVEC-01/Plate3,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_3_O05,HUVEC-01,3,O05,sirna_1,HUVEC,1,images/HUVEC-01/Plate3,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_3_O06,HUVEC-01,3,O06,sirna_523,HUVEC,1,images/HUVEC-01/Plate3,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_3_O07,HUVEC-01,3,O07,sirna_377,HUVEC,1,images/HUVEC-01/Plate3,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_3_O08,HUVEC-01,3,O08,sirna_315,HUVEC,1,images/HUVEC-01/Plate3,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_3_O09,HUVEC-01,3,O09,sirna_871,HUVEC,1,images/HUVEC-01/Plate3,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_3_O10,HUVEC-01,3,O10,sirna_535,HUVEC,1,images/HUVEC-01/Plate3,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_3_O11,HUVEC-01,3,O11,sirna_20,HUVEC,1,images/HUVEC-01/Plate3,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_3_O12,HUVEC-01,3,O12,sirna_941,HUVEC,1,images/HUVEC-01/Plate3,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_3_O13,HUVEC-01,3,O13,sirna_795,HUVEC,1,images/HUVEC-01/Plate3,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_3_O14,HUVEC-01,3,O14,sirna_1106,HUVEC,1,images/HUVEC-01/Plate3,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_3_O15,HUVEC-01,3,O15,sirna_630,HUVEC,1,images/HUVEC-01/Plate3,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_3_O16,HUVEC-01,3,O16,sirna_935,HUVEC,1,images/HUVEC-01/Plate3,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_3_O17,HUVEC-01,3,O17,sirna_497,HUVEC,1,images/HUVEC-01/Plate3,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_3_O18,HUVEC-01,3,O18,sirna_467,HUVEC,1,images/HUVEC-01/Plate3,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_3_O19,HUVEC-01,3,O19,sirna_391,HUVEC,1,images/HUVEC-01/Plate3,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_3_O20,HUVEC-01,3,O20,sirna_841,HUVEC,1,images/HUVEC-01/Plate3,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_3_O21,HUVEC-01,3,O21,sirna_663,HUVEC,1,images/HUVEC-01/Plate3,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_3_O22,HUVEC-01,3,O22,sirna_235,HUVEC,1,images/HUVEC-01/Plate3,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_3_O23,HUVEC-01,3,O23,sirna_1069,HUVEC,1,images/HUVEC-01/Plate3,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_4_B03,HUVEC-01,4,B03,sirna_1006,HUVEC,1,images/HUVEC-01/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_4_B04,HUVEC-01,4,B04,sirna_173,HUVEC,1,images/HUVEC-01/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_4_B05,HUVEC-01,4,B05,sirna_12,HUVEC,1,images/HUVEC-01/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_4_B06,HUVEC-01,4,B06,sirna_150,HUVEC,1,images/HUVEC-01/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_4_B07,HUVEC-01,4,B07,sirna_143,HUVEC,1,images/HUVEC-01/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_4_B08,HUVEC-01,4,B08,sirna_731,HUVEC,1,images/HUVEC-01/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_4_B09,HUVEC-01,4,B09,sirna_1128,HUVEC,1,images/HUVEC-01/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_4_B10,HUVEC-01,4,B10,sirna_920,HUVEC,1,images/HUVEC-01/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_4_B11,HUVEC-01,4,B11,sirna_53,HUVEC,1,images/HUVEC-01/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_4_B12,HUVEC-01,4,B12,sirna_549,HUVEC,1,images/HUVEC-01/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_4_B13,HUVEC-01,4,B13,sirna_982,HUVEC,1,images/HUVEC-01/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_4_B14,HUVEC-01,4,B14,sirna_892,HUVEC,1,images/HUVEC-01/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_4_B15,HUVEC-01,4,B15,sirna_94,HUVEC,1,images/HUVEC-01/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_4_B16,HUVEC-01,4,B16,sirna_698,HUVEC,1,images/HUVEC-01/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_4_B17,HUVEC-01,4,B17,sirna_353,HUVEC,1,images/HUVEC-01/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_4_B18,HUVEC-01,4,B18,sirna_1007,HUVEC,1,images/HUVEC-01/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_4_B19,HUVEC-01,4,B19,sirna_207,HUVEC,1,images/HUVEC-01/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_4_B20,HUVEC-01,4,B20,sirna_1113,HUVEC,1,images/HUVEC-01/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_4_B21,HUVEC-01,4,B21,sirna_168,HUVEC,1,images/HUVEC-01/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_4_B22,HUVEC-01,4,B22,sirna_1000,HUVEC,1,images/HUVEC-01/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_4_B23,HUVEC-01,4,B23,sirna_989,HUVEC,1,images/HUVEC-01/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_4_C02,HUVEC-01,4,C02,sirna_984,HUVEC,1,images/HUVEC-01/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_4_C04,HUVEC-01,4,C04,sirna_120,HUVEC,1,images/HUVEC-01/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_4_C05,HUVEC-01,4,C05,sirna_738,HUVEC,1,images/HUVEC-01/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_4_C06,HUVEC-01,4,C06,sirna_257,HUVEC,1,images/HUVEC-01/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_4_C08,HUVEC-01,4,C08,sirna_793,HUVEC,1,images/HUVEC-01/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_4_C09,HUVEC-01,4,C09,sirna_677,HUVEC,1,images/HUVEC-01/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_4_C10,HUVEC-01,4,C10,sirna_897,HUVEC,1,images/HUVEC-01/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_4_C12,HUVEC-01,4,C12,sirna_363,HUVEC,1,images/HUVEC-01/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_4_C13,HUVEC-01,4,C13,sirna_975,HUVEC,1,images/HUVEC-01/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_4_C14,HUVEC-01,4,C14,sirna_166,HUVEC,1,images/HUVEC-01/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_4_C16,HUVEC-01,4,C16,sirna_142,HUVEC,1,images/HUVEC-01/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_4_C17,HUVEC-01,4,C17,sirna_299,HUVEC,1,images/HUVEC-01/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_4_C18,HUVEC-01,4,C18,sirna_1120,HUVEC,1,images/HUVEC-01/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_4_C20,HUVEC-01,4,C20,sirna_675,HUVEC,1,images/HUVEC-01/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_4_C21,HUVEC-01,4,C21,sirna_349,HUVEC,1,images/HUVEC-01/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_4_C23,HUVEC-01,4,C23,sirna_950,HUVEC,1,images/HUVEC-01/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_4_D02,HUVEC-01,4,D02,sirna_160,HUVEC,1,images/HUVEC-01/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_4_D03,HUVEC-01,4,D03,sirna_167,HUVEC,1,images/HUVEC-01/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_4_D04,HUVEC-01,4,D04,sirna_755,HUVEC,1,images/HUVEC-01/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_4_D05,HUVEC-01,4,D05,sirna_489,HUVEC,1,images/HUVEC-01/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_4_D06,HUVEC-01,4,D06,sirna_288,HUVEC,1,images/HUVEC-01/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_4_D07,HUVEC-01,4,D07,sirna_1077,HUVEC,1,images/HUVEC-01/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_4_D08,HUVEC-01,4,D08,sirna_885,HUVEC,1,images/HUVEC-01/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_4_D09,HUVEC-01,4,D09,sirna_926,HUVEC,1,images/HUVEC-01/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_4_D10,HUVEC-01,4,D10,sirna_368,HUVEC,1,images/HUVEC-01/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_4_D11,HUVEC-01,4,D11,sirna_509,HUVEC,1,images/HUVEC-01/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_4_D12,HUVEC-01,4,D12,sirna_590,HUVEC,1,images/HUVEC-01/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_4_D13,HUVEC-01,4,D13,sirna_121,HUVEC,1,images/HUVEC-01/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_4_D14,HUVEC-01,4,D14,sirna_1072,HUVEC,1,images/HUVEC-01/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_4_D15,HUVEC-01,4,D15,sirna_316,HUVEC,1,images/HUVEC-01/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_4_D16,HUVEC-01,4,D16,sirna_1103,HUVEC,1,images/HUVEC-01/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_4_D17,HUVEC-01,4,D17,sirna_637,HUVEC,1,images/HUVEC-01/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_4_D18,HUVEC-01,4,D18,sirna_333,HUVEC,1,images/HUVEC-01/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_4_D19,HUVEC-01,4,D19,sirna_761,HUVEC,1,images/HUVEC-01/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_4_D20,HUVEC-01,4,D20,sirna_228,HUVEC,1,images/HUVEC-01/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_4_D21,HUVEC-01,4,D21,sirna_794,HUVEC,1,images/HUVEC-01/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_4_D22,HUVEC-01,4,D22,sirna_525,HUVEC,1,images/HUVEC-01/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_4_D23,HUVEC-01,4,D23,sirna_687,HUVEC,1,images/HUVEC-01/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
HUVEC-01_4_E02,HUVEC-01,4,E02,sirna_722,HUVEC,1,images/HUVEC-01/Plate4,{experiment}/Plate{plate}/{well}_s{site}_w{channel}.png,images
